FEATURE;REGRESSOR;PARTITIONER;MSE;TIME
prob2;KNR 7;PCA-30;157409.181103;165.32579493522644
num_aligns;KNR 7;PCA-50;0.0;180.45078110694885
length;KNR 7;PCA-50;9222.78204082;208.94886136054993
prob1;KNR 7;PCA-50;100047.190859;194.2450361251831
prob2;KNR 7;PCA-50;203369.26447;190.5680274963379
num_aligns;KNR 7;PCA-70;0.0;180.27720427513123
length;KNR 7;PCA-70;24791.5397959;178.7144112586975
prob1;KNR 7;PCA-70;135600.233572;189.94924664497375
prob2;KNR 7;PCA-70;404059.811917;207.34839534759521
prob1;KNR 7;Percentage-30;11594.2998514;87.66082000732422
prob2;KNR 7;Percentage-30;8335.99228805;79.89044189453125
prob1;KNR 7;Percentage-50;2163.55393137;80.62691879272461
prob2;KNR 7;Percentage-50;19981.529067;94.55236196517944
prob1;KNR 7;Percentage-70;19505.4073185;85.24130463600159
prob2;KNR 7;Percentage-70;16238.2024089;89.16614484786987
num_aligns;SVR;PCA-30;0.0;155.9165918827057
length;SVR;PCA-30;14419.4529718;178.22929859161377
prob1;SVR;PCA-30;235453.398751;193.8470938205719
prob2;SVR;PCA-30;220716.485596;175.05127716064453
num_aligns;SVR;PCA-50;0.0;210.70634388923645
length;SVR;PCA-50;8196.39703197;206.91499519348145
prob1;SVR;PCA-50;97294.4256463;202.97628355026245
prob2;SVR;PCA-50;369841.049913;166.7102916240692
num_aligns;SVR;PCA-70;0.0;115.83003950119019
length;SVR;PCA-70;14542.9903269;212.12507915496826
prob1;SVR;PCA-70;366046.091967;182.1290602684021
prob2;SVR;PCA-70;160163.187523;203.85592603683472
prob1;SVR;Percentage-30;16740.7261806;92.59267401695251
prob2;SVR;Percentage-30;8500.22932712;98.10937595367432
prob1;SVR;Percentage-50;5011.83513643;94.16067600250244
prob2;SVR;Percentage-50;626.919153835;88.54023694992065
prob1;SVR;Percentage-70;9289.46387623;105.16789293289185
prob2;SVR;Percentage-70;14971.3218296;101.71637201309204
num_aligns;Multi Layer Perceptron;PCA-30;0.0;163.6423258781433
length;Multi Layer Perceptron;PCA-30;2.53576542651e+14;184.7429940700531
prob1;Multi Layer Perceptron;PCA-30;2.61028969719e+17;137.4720458984375
prob2;Multi Layer Perceptron;PCA-30;4.3987178113e+17;125.60639810562134
num_aligns;Multi Layer Perceptron;PCA-50;32.1877020852;72.24656391143799
length;Multi Layer Perceptron;PCA-50;1.39144468599e+14;207.82574772834778
prob1;Multi Layer Perceptron;PCA-50;2.59640177291e+17;170.6510088443756
prob2;Multi Layer Perceptron;PCA-50;7.67664381282e+16;127.33025670051575
num_aligns;Multi Layer Perceptron;PCA-70;17.6084045402;47.3746554851532
length;Multi Layer Perceptron;PCA-70;1.25066930501e+16;41.939098596572876
prob1;Multi Layer Perceptron;PCA-70;2.69164354429e+16;194.54369115829468
prob2;Multi Layer Perceptron;PCA-70;3.55580006433e+17;152.23204469680786
prob1;Multi Layer Perceptron;Percentage-30;2400503933.57;27.347691535949707
prob2;Multi Layer Perceptron;Percentage-30;2481995499.39;84.73933744430542
prob1;Multi Layer Perceptron;Percentage-50;2931968286.15;60.92971420288086
prob2;Multi Layer Perceptron;Percentage-50;2480062797.3;45.69685196876526
prob1;Multi Layer Perceptron;Percentage-70;2263274487.46;64.08046102523804
prob2;Multi Layer Perceptron;Percentage-70;2304488977.86;67.06832814216614
