FEATURE;REGRESSOR;PARTITIONER;MSE;TIME
prob1;KNR 7;PCA-30;2.19719850209e-26;156.11614561080933
num_aligns;KNR 7;PCA-50;0.025641025641;202.20553922653198
length;KNR 7;PCA-50;3449.88447522;186.41998291015625
prob1;KNR 7;PCA-50;940.37045489;170.92918634414673
num_aligns;KNR 7;PCA-70;0.0;205.4515495300293
length;KNR 7;PCA-70;6348.23450135;182.0096833705902
prob1;KNR 7;PCA-70;4.93958845211e-15;186.1497552394867
prob1;KNR 7;Percentage-30;802.411706442;84.83996033668518
prob2;KNR 7;Percentage-30;4799.91605495;87.55459833145142
prob1;KNR 7;Percentage-50;1380.14813508;75.14673781394958
prob2;KNR 7;Percentage-50;12088.2798925;88.42611336708069
prob1;KNR 7;Percentage-70;1815.98438826;81.3187267780304
prob2;KNR 7;Percentage-70;23153.7475104;78.76431798934937
num_aligns;SVR;PCA-30;0.0778158491378;157.7772660255432
length;SVR;PCA-30;3655.96971361;167.39926934242249
prob1;SVR;PCA-30;1330.33869529;171.62996673583984
num_aligns;SVR;PCA-50;0.0630499067808;189.13648891448975
length;SVR;PCA-50;11760.3492167;179.98899865150452
prob1;SVR;PCA-50;0.0628510171366;194.25969862937927
num_aligns;SVR;PCA-70;0.0250896337106;121.33765530586243
length;SVR;PCA-70;10123.6375877;191.01827120780945
prob1;SVR;PCA-70;991.74395237;193.00423216819763
prob1;SVR;Percentage-30;12126.0379663;82.05343627929688
prob2;SVR;Percentage-30;2462.58299623;93.96329641342163
prob1;SVR;Percentage-50;2535.92523302;88.69994831085205
prob2;SVR;Percentage-50;26992.4931991;80.64459872245789
prob1;SVR;Percentage-70;19659.0919241;87.028391122818
prob2;SVR;Percentage-70;4801.90800528;89.16854095458984
num_aligns;Multi Layer Perceptron;PCA-30;8.6914312496;171.3901879787445
length;Multi Layer Perceptron;PCA-30;85333.0767069;176.2086582183838
prob1;Multi Layer Perceptron;PCA-30;9.82010592693e+13;143.77879452705383
num_aligns;Multi Layer Perceptron;PCA-50;29.1070575662;70.33678603172302
length;Multi Layer Perceptron;PCA-50;89720.6965902;204.8522002696991
prob1;Multi Layer Perceptron;PCA-50;7.99610068986e+13;144.6673698425293
num_aligns;Multi Layer Perceptron;PCA-70;20.1053880301;50.271514654159546
length;Multi Layer Perceptron;PCA-70;97513.2740879;40.395167112350464
prob1;Multi Layer Perceptron;PCA-70;1.33576485862e+14;186.37735652923584
prob1;Multi Layer Perceptron;Percentage-30;2163223376.42;34.20146942138672
prob2;Multi Layer Perceptron;Percentage-30;2674702057.96;77.93239831924438
prob1;Multi Layer Perceptron;Percentage-50;2743179539.52;67.10785603523254
prob2;Multi Layer Perceptron;Percentage-50;1765589401.75;44.29236340522766
prob1;Multi Layer Perceptron;Percentage-70;2496265657.39;75.17599630355835
prob2;Multi Layer Perceptron;Percentage-70;2556820644.81;56.26254677772522
